full_name;cas_no;ec_no;inchikey;canonical_smiles;dashboard_dtxsid;pubchem_cid;promisces_id;norman_susdat_id;uba_list;dtu_list_dk;UBA_cat;quality_UBA_cat;EC_cat;pfas_cs1_dwtp_route_a;pfas_cs1_urban_route_a;pfas_cs2_route_a;pfas_cs3_route_b;pfas_cs4_sofia_route_c;pfas_cs4_univpm_route_c;pfas_cs5_route_d;pfas_cs6_route_e;pfas_cs7_route_e;pfas_wwtp_network_wp3;ipmt_cs1_dwtp_route_a;ipmt_cs1_urban_route_a;ipmt_cs2_route_a;ipmt_cs3_route_b;ipmt_cs4_sofia_route_c;ipmt_cs4_univpm_route_c;ipmt_cs5_route_d;ipmt_cs7_route_e;promisces_CS;pro_workers_widespread;registered_consumer_use;article_serv_life_echa;uses;industry_uses;consumer_use;process_cat_1;process_cat_2;process_cat_3;process_cat_10;process_cat_11;process_cat_13;process_cat_15;process_cat_17;process_cat_18;process_cat_19;erc_2;erc_5;erc_8a;erc_8b;erc_8c;erc_8d;erc_8e;erc_8f;erc_9a;erc_9b;erc_10a;erc_10b;erc_11a;erc_11b;erc_12b;pNEC_type;average_mass;logKow_exp;logKow_pred;logKoa_exp;logKoa_pred;solubility_exp;solubility_pred;log_Koc_pred_dashboard;log_Koc_pred_episuite;bhl_pred;hl_pred_freshwater;bcf_pred;P_hl_exp_freshwater;P_hl_exp_soil;P_hl_exp_sediments;M_logKoc_UBA;M_Dow_min_UBA;pNEC_freshwater;T_score_predicted_rivm;kemi_score;E_score_min;E_score_max;tonnage_band;min_tonnage;max_tonnage;PC0;PC1;PC2;PC3;PC4;PC7;PC8;PC9a;PC9b;PC9c;PC11;PC12;PC13;PC14;PC15;PC16;PC17;PC18;PC19;PC20;PC21;PC23;PC24;PC25;PC26;PC27;PC28;PC29;PC30;PC31;PC32;PC33;PC34;PC35;PC36;PC37;PC38;PC39;PC40;PC41;PC42;SU0;SU1;SU2a;SU2b;SU4;SU5;SU6a;SU6b;SU7;SU8;SU9;SU10;SU11;SU12;SU13;SU14;SU15;SU16;SU17;SU18;SU19;SU20;SU23;SU24;P_score_freshwater_pred_UBA;P_score_freshwater_pred_RIVM;P_score_freshwater_pred_Dashboard;P_score_soil_exp_UBA;P_score_sediment_exp_UBA;M_score_exp_UBA;M_score_pred_Episuite;M_score_pred_Dashboard;T_score_clp_harmonised;T_score_carcinogenicity_atp18;T_score_mutagenicity_atp18;T_score_reprotoxicity_atp18;T_score_ed_lists_(jan2023);pnoec_fish;reliability_pnoec_fish;adi_pnoec_fish;pnoec_daphnia;reliability_pnoec_daphnia;adi_pnoec_daphnia;pnoec_algae;reliability_pnoec_algae;adi_pnoec_algae;pNEC_score;pNOEC_daphnia_score;pNOEC_fish_score;pNOEC_algae_score;T_score_ecotox;P_robust_score;P_robust_value;P_conservative_score;P_conservative_value;P_average_value;M_robust_score;M_robust_value;M_conservative_score;M_conservative_value;M_average_value;E_robust_score;E_robust_value;PM_conservative_score;robustness;PM_robust_score;PM_robust_robustness;PM_average_score;PM_average_robustness;T_score_score;T_score_robustness;PMT_conservative_score;PMT_conservative_robustness;PMT_robust_score;PMT_robust_robustness;PMT_average_score;PMT_average_robustness;cluster labels;conservative_classification;robust_classification;average_classification;priority_group;functional_groups;chemical_class
perfluoroheptane sulfonic acid;375-92-8;206-800-8;OYGQVDSRYXATEL-UHFFFAOYSA-N;C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F;DTXSID8059920;678200;PRO-352;NS00011291;;FALS;;;;CERT;CERT;< 0,3;<1.0;CERT;CERT;CERT;FALS;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;45012;;484;;471;;701;3089905111;30381;8,73567E+14;1631372648;589;;;;;;48059;33;2;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,96482E+14;6,55248E+14;;;;3,27491E+14;3,19632E+14;FALS;0;0;0;0;482;low ;177;14;low ;0;7426;low ;0;5,78892E+14;4,63533E+14;1,56692E+14;5,36183E+14;5,78892E+14;;;P_score_freshwater_pred_RIVM;9,96482E+14;8,25865E+14;;;M_score_pred_Episuite;3,27491E+14;3,23561E+14;kemi_score;2;5,7126E+13;10;;;5,16931E+14;10;4,37075E+14;10;4,99683E+14;10;4,37075E+14;5;4,75329E+14;10;0;PM;;PM;4;Alkyl Halide, Halogen;['PFAS']
perfluoroheptanoic acid ;375-85-9;206-798-9;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N;C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O;DTXSID1037303;678180;PRO-353;NS00000367;;FALS;;;;CERT;CERT;x;x;CERT;CERT;CERT;FALS;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;used as a stain or water repellent.;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;364062;205;478;;409;324;797;3320146286;24512;8,73567E+14;5320914568;501;;;;;;50495;42;39;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,76591E+14;6,55248E+14;;;;4,22444E+14;2,85966E+14;CERT;0;0;75;0;4312;low ;19;6,9E+14;low ;0;9502;low ;0;5,73648E+14;3,01777E+14;6,69396E+14;4,84382E+14;5,73648E+14;;;P_score_freshwater_pred_RIVM;9,76591E+14;8,15919E+13;;;M_score_pred_Episuite;4,22444E+14;3,54205E+14;kemi_score;39;6,42305E+14;10;;;5,3759E+14;10;4,90849E+14;10;5,61493E+14;10;4,90849E+14;5;5,13688E+14;10;0;PM;;PM;4;Al Coo, Coo, Coo2, C O, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
Perfluorohexane sulfonamidopropyl amine;50598-28-2;256-639-2;INDOGKYZYLAGEM-UHFFFAOYSA-N;CN(C)CCCNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F;DTXSID7068556;1119130;PRO-354;NS00011249;;FALS;;;;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;48428;;553;;699;;0,000208;2969881644;38314;8,73567E+14;2991394719;195;;;;;;5737;;2;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,98749E+14;6,55248E+14;;;;2,19355E+14;3,37989E+14;FALS;0;0;0;0;341;low ;184;167;low ;0;2,981E+14;low ;0;7,75793E+14;2,27459E+14;1,77591E+14;7,76752E+14;7,75793E+14;;;P_score_freshwater_pred_RIVM;9,98749E+14;8,26998E+14;;;M_score_pred_Dashboard;3,37989E+14;2,78672E+14;kemi_score;2;5,81004E+13;10;;;4,80064E+14;10;7,75793E+14;5;6,39786E+14;75;7,75793E+14;25;5,63354E+14;75;10;PM(T);(T);PM(T);3;Nh0, Nh1, Alkyl Halide, Halogen, Sulfonamd, Unbrch Alkane;['Sulfonamides', 'PFAS']
perfluorohexane sulfonic acid;355-46-4;206-587-1;QZHDEAJFRJCDMF-UHFFFAOYSA-N;C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F;DTXSID7040150;677340;PRO-355;;;FALS;;;;CERT;CERT;x;x;CERT;CERT;CERT;CERT;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;40011;22;369;;427;608;352;3359835482;2673;8,73567E+14;8694312801;589;;;;;;8712;39;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,89752E+14;6,55248E+14;;;;3,85448E+14;2,80382E+14;FALS;0;0;0;0;2672;low ;18;3768;low ;187;11100;low ;0;5,14966E+14;7,06918E+14;8,1149E+14;4,54198E+14;5,14966E+14;;;P_score_freshwater_pred_RIVM;9,89752E+14;8,225E+14;;;M_score_pred_Episuite;3,85448E+14;3,32915E+14;;;6,17655E+14;10;;;5,23281E+14;10;4,48148E+14;10;5,26119E+14;10;4,48148E+14;5;4,84259E+14;10;0;PM;;PM;4;Alkyl Halide, Halogen;['PFAS']
perfluorohexanesulfonamide;41997-13-1;816-398-1;WDZLGCSJJWEQJO-UHFFFAOYSA-N;C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F;DTXSID50469320;116036780;PRO-356;NS00010964;;FALS;;;;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;39913;;426;;409;;0,00936;3021189299;;8,73567E+14;;257;;;;;;15476;;6;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;6,55248E+14;;;;;3,30078E+14;FALS;0;0;0;0;2326;low ;184;4082;low ;189;10300;low ;0;6,92182E+14;6,84419E+13;8,57546E+14;4,68493E+13;6,92182E+14;;;P_score_freshwater_pred_Dashboard;6,55248E+14;6,55248E+14;;;M_score_pred_Dashboard;3,30078E+14;3,30078E+14;kemi_score;6;4,65062E+14;10;;;4,65062E+14;10;6,92182E+14;5;5,30983E+14;75;6,92182E+14;25;5,30983E+14;75;0;PM(T);(T);PM(T);3;Nh2, Alkyl Halide, Halogen, Sulfonamd;['Sulfonamides', 'PFAS']
perfluorohexanoic acid ;307-24-4;206-196-6;PXUULQAPEKKVAH-UHFFFAOYSA-N;C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O;DTXSID3031862;675420;PRO-357;NS00000366;;FALS;;;;CERT;CERT;x;x;CERT;CERT;CERT;CERT;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;"Furniture and furnishings; stain resistant finish";;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;314054;285;427;;383;0,00934;17;3029383778;20806;8,73567E+14;2835752806;55;;;;;;1400;49;39;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,34325E+14;6,55248E+14;;;;4,86037E+14;3,28823E+14;FALS;0;0;0;0;3541;low ;195;16300;low ;209;14400;low ;0;1,04694E+14;3,87096E+14;7,24852E+14;4,0763E+14;1,04694E+14;;;P_score_freshwater_pred_RIVM;9,34325E+14;7,94786E+14;;;M_score_pred_Episuite;4,86037E+14;4,0743E+14;kemi_score;39;6,73881E+14;10;;;5,69051E+14;10;2,26495E+14;10;3,9068E+14;10;2,26495E+14;5;3,59009E+14;10;0;PM;;PM;4;Al Coo, Coo, Coo2, C O, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
perfluorohexylphosphonic acid;40143-76-8;;AGCUFKNHQDVTAD-UHFFFAOYSA-N;C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F;DTXSID90880439;159308200;PRO-358;NS00011279;;FALS;;;;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;400032;;352;;758;;178;3178976947;;8,73567E+14;;355;;;;;;181398;;2;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;6,55248E+14;;;;;3,06357E+13;FALS;0;0;0;0;2632;low ;182;23900;low ;196;17500;low ;0;4,357E+14;3,29774E+12;8,16388E+14;3,75779E+14;4,357E+14;;;P_score_freshwater_pred_Dashboard;6,55248E+14;6,55248E+14;;;M_score_pred_Dashboard;3,06357E+13;3,06357E+13;kemi_score;2;4,4804E+14;10;;;4,4804E+14;10;4,357E+14;5;4,43888E+14;75;4,357E+14;25;4,43888E+14;75;0;PM;;PM;;Alkyl Halide, Halogen;['Organophosphates', 'PFAS']
Perfluoro-n-hexadecanoic acid;67905-19-5;267-638-1;OJMBMWRMTMHMSZ-UHFFFAOYSA-N;C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O;DTXSID1070800;1060270;PRO-359;NS00011276;;FALS;;;;FALS;FALS;< 1;<5.2;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;814132;;113;;629;;0,000881;5178976947;57811;8,62642E+14;1534976378;12900;;;;;;7772;;17;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,99999E+14;9,89615E+14;;;;6,7808E+14;9,94367E+14;FALS;0;0;0;0;420;low ;0;2;low ;0;4,886E+14;low ;0;7,5203E+14;6,67959E+14;1,64757E+14;6,36283E+14;7,5203E+14;;;P_score_freshwater_pred_RIVM;9,99999E+14;9,94807E+14;;;M_score_pred_Dashboard;9,94367E+14;8,36224E+13;kemi_score;17;3,15336E+13;10;;;2,88423E+14;10;7,5203E+14;5;4,21302E+13;75;7,5203E+14;25;3,96977E+14;75;10;(T);(T);(T);4;Al Coo, Coo, Coo2, C O, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
Perfluoro-n-octadecanoic acid;16517-11-6;240-582-5;ZTSDOGSKTICNPQ-UHFFFAOYSA-N;C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O;DTXSID1066071;1675470;PRO-360;NS00011277;;FALS;;;;FALS;FALS;< 1;<12.4;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;914148;;129;;769;;0,000838;5130333768;;1,97831E+13;;29500;;;;;;6871;;17;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;9,97467E+12;;;;;1,02497E+14;FALS;0;0;0;0;952;low ;0;1;low ;0;5445;low ;0;7,61874E+14;7,31059E+14;1,21464E+13;6,08823E+14;7,61874E+14;;;P_score_freshwater_pred_Dashboard;9,97467E+12;9,97467E+12;;;M_score_pred_Dashboard;1,02497E+14;1,02497E+14;kemi_score;17;3,19746E+14;10;;;3,19746E+14;10;7,61874E+14;5;4,27069E+13;75;7,61874E+14;25;4,27069E+13;75;10;(T);(T);(T);Priority group;Al Coo, Coo, Coo2, C O, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
perfluorononane sulfonic acid ;68259-12-1;;MNEXVZFQQPKDHC-UHFFFAOYSA-N;C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F;DTXSID8071356;869980;PRO-361;;;FALS;;;;CERT;CERT;<0,5;<2.2;CERT;CERT;CERT;FALS;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;55013;;658;;497;;597;2720159303;;1,3429E+14;;331;;;;;;21639;;13;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;7,98553E+14;;;;;3,77734E+14;FALS;0;0;0;0;322;low ;171;9;low ;0;3340;low ;0;6,60329E+14;5,11437E+14;1,81257E+14;7,42101E+14;6,60329E+14;;;P_score_freshwater_pred_Dashboard;7,98553E+14;7,98553E+14;;;M_score_pred_Dashboard;3,77734E+14;3,77734E+14;kemi_score;13;5,49218E+14;10;;;5,49218E+14;10;6,60329E+14;5;5,84006E+14;75;6,60329E+14;25;5,84006E+14;75;10;PM(T);(T);PM(T);3;Alkyl Halide, Halogen;['PFAS']
perfluorononanoic acid;375-95-1;206-801-3;UZUFPBIDKMEQEQ-UHFFFAOYSA-N;C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O;DTXSID8031863;678210;PRO-362;NS00000368;;FALS;;;;CERT;CERT;x;x;CERT;CERT;CERT;FALS;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;464078;354;651;;42;28;82;3450249108;31869;1,3429E+14;1873729268;49;;;;;;10;31;39;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,97221E+14;7,98553E+14;;;;3,05192E+14;2,67913E+13;FALS;0;0;0;0;814;low ;184;15;low ;0;5,065E+14;low ;0;5;4,56091E+14;1,28911E+14;6,27037E+14;5;;;P_score_freshwater_pred_RIVM;9,97221E+14;8,97887E+14;;;M_score_pred_Episuite;3,05192E+14;2,86552E+14;kemi_score;39;5,51673E+14;10;;;5,07239E+14;10;3,937E+13;10;4,66041E+14;10;3,937E+13;5;4,46878E+14;10;0;PM;;PM;4;Al Coo, Coo, Coo2, C O, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
Perfluoro-n-tetradecanoic acid;376-06-7;206-803-4;RUDINRUXCKIXAJ-UHFFFAOYSA-N;C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O;DTXSID3059921;678220;PRO-363;NS00011273;;FALS;;;;FALS;FALS;< 0,7;<8.1;CERT;CERT;CERT;CERT;CERT;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;714117;51;995;;575;;0,00115;5369215857;50399;2,44692E+13;4358942517;2570;;;;;;8277;11;43;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,99987E+14;9,17055E+14;;;;1,08409E+13;8,82363E+14;FALS;0;0;0;0;432;low ;174;2;low ;0;4079;low ;0;7,46896E+14;6,67959E+14;1,63081E+13;6,84623E+14;7,46896E+14;;;P_score_freshwater_pred_RIVM;9,99987E+14;9,58521E+14;;;M_score_pred_Episuite;1,08409E+13;9,83226E+14;kemi_score;43;3,29253E+14;10;;;3,06992E+14;10;2,86633E+14;10;3,07205E+14;10;2,86633E+14;5;2,96638E+14;10;10;;;;4;Al Coo, Coo, Coo2, C O, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
Perfluorooctane;307-34-6;206-199-2;YVBBRRALBYAZBM-UHFFFAOYSA-N;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;DTXSID0059794;93870;PRO-364;NS00018916;REACH-B;FALS;vPvM & PMT;MQ;PMT;FALS;FALS;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;;;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;P-PNEC;438059;;665;;159;;0,0000838;406069784;53545;1,97831E+13;6133958272;14100;571200;;;30;;171211372;9;39;2;6;>1 to < 10 tonnes;10;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,99992E+14;9,99633E+14;9,97467E+12;;;3,33333E+14;8,90604E+14;1,93353E+14;FALS;0;0;0;0;858;low ;171;3;low ;0;6434;low ;0;6,82756E+14;6,27821E+14;1,26365E+14;5,68676E+14;6,82756E+14;;;P_score_freshwater_pred_UBA;9,99992E+14;9,99031E+14;M_score_exp_UBA;3,33333E+14;M_score_exp_UBA;3,33333E+14;2,05249E+14;kemi_score;39;5,77348E+14;10;3,33333E+14;5;4,52825E+14;10;2,47887E+14;10;3,78308E+14;10;2,73608E+13;75;3,35036E+14;10;10;PM;PM;PM;4;Alkyl Halide, Halogen;['PFAS']
Perfluorooctane sulfonamide;754-91-6;212-046-0;RRRXPPIDPYTNJG-UHFFFAOYSA-N;C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F;DTXSID3038939;697850;PRO-365;NS00010967;;FALS;;;;CERT;CERT;<0,5;;CERT;CERT;CERT;FALS;FALS;CERT;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;CERT;FALS;FALS;FALS;;;;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;FALS;;49914;;644;;43;;0,0000666;2820201459;42947;1,3429E+14;4438838082;170;;;;;;16674;17;43;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,99363E+14;7,98553E+14;;;;1,69304E+14;3,61578E+14;FALS;0;0;0;0;238;low ;175;11;low ;0;3,106E+14;low ;0;6,8524E+14;4,89653E+14;2,01559E+14;7,64067E+13;6,8524E+14;;;P_score_freshwater_pred_RIVM;9,99363E+14;8,98958E+14;;;M_score_pred_Dashboard;3,61578E+14;2,65441E+14;kemi_score;43;6,01122E+14;10;;;4,88488E+14;10;3,41308E+14;10;4,52954E+13;10;3,41308E+14;5;4,08319E+14;10;0;PM;;PM;4;Nh2, Alkyl Halide, Halogen, Sulfonamd;['Sulfonamides', 'PFAS']
