;full_name;cas_no;ec_no;inchikey;canonical_smiles;dashboard_dtxsid;pubchem_cid;promisces_id;norman_susdat_id;uba_list;dtu_list_dk;UBA_cat;quality_UBA_cat;EC_cat;pfas_cs1_dwtp_route_a;pfas_cs1_urban_route_a;pfas_cs2_route_a;pfas_cs3_route_b;pfas_cs4_sofia_route_c;pfas_cs4_univpm_route_c;pfas_cs5_route_d;pfas_cs6_route_e;pfas_cs7_route_e;pfas_wwtp_network_wp3;ipmt_cs1_dwtp_route_a;ipmt_cs1_urban_route_a;ipmt_cs2_route_a;ipmt_cs3_route_b;ipmt_cs4_sofia_route_c;ipmt_cs4_univpm_route_c;ipmt_cs5_route_d;ipmt_cs7_route_e;promisces_CS;pro_workers_widespread;registered_consumer_use;article_serv_life_echa;uses;industry_uses;consumer_use;process_cat_1;process_cat_2;process_cat_3;process_cat_10;process_cat_11;process_cat_13;process_cat_15;process_cat_17;process_cat_18;process_cat_19;erc_2;erc_5;erc_8a;erc_8b;erc_8c;erc_8d;erc_8e;erc_8f;erc_9a;erc_9b;erc_10a;erc_10b;erc_11a;erc_11b;erc_12b;pNEC_type;average_mass;logKow_exp;logKow_pred;logKoa_exp;logKoa_pred;solubility_exp;solubility_pred;log_Koc_pred_dashboard;log_Koc_pred_episuite;bhl_pred;hl_pred_freshwater;bcf_pred;P_hl_exp_freshwater;P_hl_exp_soil;P_hl_exp_sediments;M_logKoc_UBA;M_Dow_min_UBA;pNEC_freshwater;T_score_predicted_rivm;kemi_score;E_score_min;E_score_max;tonnage_band;min_tonnage;max_tonnage;PC0;PC1;PC2;PC3;PC4;PC7;PC8;PC9a;PC9b;PC9c;PC11;PC12;PC13;PC14;PC15;PC16;PC17;PC18;PC19;PC20;PC21;PC23;PC24;PC25;PC26;PC27;PC28;PC29;PC30;PC31;PC32;PC33;PC34;PC35;PC36;PC37;PC38;PC39;PC40;PC41;PC42;SU0;SU1;SU2a;SU2b;SU4;SU5;SU6a;SU6b;SU7;SU8;SU9;SU10;SU11;SU12;SU13;SU14;SU15;SU16;SU17;SU18;SU19;SU20;SU23;SU24;P_score_freshwater_pred_UBA;P_score_freshwater_pred_RIVM;P_score_freshwater_pred_Dashboard;P_score_soil_exp_UBA;P_score_sediment_exp_UBA;M_score_exp_UBA;M_score_pred_Episuite;M_score_pred_Dashboard;T_score_clp_harmonised;T_score_carcinogenicity_atp18;T_score_mutagenicity_atp18;T_score_reprotoxicity_atp18;T_score_ed_lists_(jan2023);pnoec_fish;reliability_pnoec_fish;adi_pnoec_fish;pnoec_daphnia;reliability_pnoec_daphnia;adi_pnoec_daphnia;pnoec_algae;reliability_pnoec_algae;adi_pnoec_algae;pNEC_score;pNOEC_daphnia_score;pNOEC_fish_score;pNOEC_algae_score;T_score_ecotox;P_robust_score;P_robust_value;P_conservative_score;P_conservative_value;P_average_value;M_robust_score;M_robust_value;M_conservative_score;M_conservative_value;M_average_value;E_robust_score;E_robust_value;PM_conservative_score;robustness;PM_robust_score;PM_robust_robustness;PM_average_score;PM_average_robustness;T_score_score;T_score_robustness;PMT_conservative_score;PMT_conservative_robustness;PMT_robust_score;PMT_robust_robustness;PMT_average_score;PMT_average_robustness;cluster labels;conservative_classification;robust_classification;average_classification;priority_group;functional_groups;chemical_class
13;1-(3-chloropyridin-2-yl)-N-[4-cyano-2-methyl-6-(methylcarbamoyl)phenyl]-3-{[5-(trifluoromethyl)-2H-tetrazol-2-yl]methyl}-1H-pyrazole-5-carboxamide;1229654-66-3;810-161-6;KNDVJPKNBVIKML-UHFFFAOYSA-N;CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)CN4N=C(N=N4)C(F)(F)F)C(=O)NC)C#N;DTXSID40894829;56602311.0;PRO-014;;REACH-A;False;vPvM;HQ;PM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;544.88;;2.8;;9.71;;0.000301;1.640481437;;34.813317487602;;11.2;24.0;183.0;218.0;2.3;;;;;0.11;0.22;>10 to < 100 tonnes;10.0;100.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.172728869564759;;0.282810472375868;0.507063787074779;0.581135564825904;0.44820048133989;;0.561979406183193;False;0.0;0.0;0.0;0;149.9;low ;0.0;2260.0;low ;0.174;277.2;low ;0.0;;0.0337608853800722;0.10194465472282;0.0799671665275452;0.00587439405613254;P_score_sediment_exp_UBA;0.581135564825904;P_score_sediment_exp_UBA;0.581135564825904;0.385934673460328;M_score_exp_UBA;0.44820048133989;M_score_pred_Dashboard;0.561979406183193;0.505089943761542;E_score_max;0.22;0.571477225821639;1.0;0.510357952694674;1.0;0.441510727518263;1.0;0.00587439405613254;0.5;0.124256841626073;0.75;0.115231429527567;0.75;0.104620116364663;0.75;0.0;PM;PM;PM;;Ar N, C O, C O Nocoo, Nh0, Nh1, Alkyl Halide, Amide, Aniline, Aryl Methyl, Benzene, Halogen, Nitrile, Pyridine, Tetrazole;['Chlorobenzenes', 'PAHs', 'PBB', 'PCB', 'Pyridin', 'PFAS']
14;1-(pyrimidin-5-ylmethyl)-3-[3-(trifluoromethyl)phenyl]pyrido[1,2-a]pyrimidin-1-ium-3-ide-2,4-dione;1263133-33-0;816-285-7;LHZOTJOOBRODLL-UHFFFAOYSA-N;C1=CC2=[N+](C(=C(C(=O)N2C=C1)C3=CC(=CC=C3)C(F)(F)F)[O-])CC4=CN=CN=C4;DTXSID90155139;57414497.0;PRO-015;;REACH-A;False;vPvM;HQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;True;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;398.345;;0.495;;11.7;;0.00403;2.770115295;;34.813317487602;;5.75;;740.0;692.0;1.6;;;;;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0.282810472375868;0.918093788362193;0.909048963756436;0.568874072230784;;0.369630279100864;False;0.0;0.0;0.0;0;212.2;low ;0.189;3370.0;low ;0.225;442.3;low ;0.186;;0.0285362179793966;0.0889320101603719;0.0662534848485378;0.0351591058887068;P_score_soil_exp_UBA;0.918093788362193;P_score_soil_exp_UBA;0.918093788362193;0.703317741498166;M_score_exp_UBA;0.568874072230784;M_score_exp_UBA;0.568874072230784;0.469252175665824;E_score_min;0.0;0.722689250006798;1.0;0.722689250006798;1.0;0.574485317812725;1.0;0.0351591058887068;0.5;0.263823617196616;0.75;0.263823617196616;0.75;0.226394165348799;0.75;0.0;vPvM;vPvM;PM;;Ar N, Nh0, Alkyl Halide, Benzene, Bicyclic, Halogen, Pyridine;['Aromatic amines', 'Chlorobenzenes', 'Cyclohexanes', 'HBCDDs', 'PBB', 'PCB', 'Pyridin', 'Triazines', 'PFAS']
15;"1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxybutane; 1,1,1,2,3,3-hexafluoro-3-methoxy-2-(trifluoromethyl)propane";163702-08-7;422-270-2;JZYGTCBELUZFGX-UHFFFAOYSA-N;c1(NP(=O)(N)N)c(N(=O)=O)cccc1;;;PRO-016;NS00011159;REACH-B;False;vPvM & PMT;HQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;;;;False;False;True;True;False;False;False;False;False;True;True;True;False;False;False;True;False;False;False;False;False;False;True;False;False;;;;;;;;;;;;;;4423.0;;;1.8;;0.8733;;0.7;0.12;0.0;>10 tonnes;10.0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999358647573547;;;;;0.534601961380763;;;False;0.0;0.0;0.0;0;570.3;low ;0.329;3230.0;low ;0.323;6770.0;low ;0.282;0.514704893163972;0.029051522266223;0.0597428787450575;0.0212360837171849;0.52520375458625;;;P_score_freshwater_pred_UBA;0.999358647573547;0.999358647573547;M_score_exp_UBA;0.534601961380763;M_score_exp_UBA;0.534601961380763;0.534601961380763;kemi_score;0.7;0.73093029292515;1.0;0.534601961380763;0.5;0.73093029292515;1.0;0.52520375458625;0.5;0.654676243180707;0.75;0.529882022082605;0.5;0.654676243180707;0.75;;vPvM;PM;vPvM;2;Nh0, Nh1, Nh2, Aniline, Benzene, Nitro, Nitro Arom, Para Hydroxylation;['Aromatic amines', 'Nitrobenzene derivatives']
16;"1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxybutane; 1,1,1,2,3,3-hexafluoro-3-methoxy-2-(trifluoromethyl)propane";163702-08-7;422-270-2;JZYGTCBELUZFGX-UHFFFAOYSA-N;CC(C)(C)CC(C)(C)c1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)c1ccccc1;;;PRO-017;NS00011159;REACH-B;False;vPvM & PMT;HQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;;;;False;False;True;True;False;False;False;False;False;True;True;True;False;False;False;True;False;False;False;False;False;False;True;False;False;;;;;;;;;;;;;;1520.0;;;1.9;;0.8733;;0.7;0.12;0.0;>10 tonnes;10.0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99603132899524;;;;;0.517321744832185;;;False;0.0;0.0;0.0;0;151.0;low ;0.0;183.9;low ;0.203;154.2;low ;0.244;0.514704893163972;0.0940990749953752;0.101654315736791;0.100825631152666;0.542843281453369;;;P_score_freshwater_pred_UBA;0.99603132899524;0.99603132899524;M_score_exp_UBA;0.517321744832185;M_score_exp_UBA;0.517321744832185;0.517321744832185;kemi_score;0.7;0.717822168105261;1.0;0.517321744832185;0.5;0.717822168105261;1.0;0.542843281453369;0.5;0.653987428294536;0.75;0.529928894788618;0.5;0.653987428294536;0.75;;vPvM;PM;vPvM;2;Ar N, Ar Oh, Nh0, Benzene, Bicyclic, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Aromatic amines', 'Cyclohexanes', 'Phenols']
17;1,1,1,3,3,3-hexafluoropropan-2-ol;920-66-1;213-059-4;BYEAHWXPCBROCE-UHFFFAOYSA-N;OC(C(F)(F)F)C(F)(F)F;DTXSID1022134;13529.0;PRO-018;NS00008561;REACH-B;False;vPvM;MQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;;Intermediate;;True;True;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;168.038;1.66;1.55;;2.68;;0.213;1.269512944;1.4319;1978.3135137461;117.0476527;2.51;271.0;;;;0.4;68.62284;0.6;0.72;0.03;0.1;>1 to < 10 tonnes;1.0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.929403152624239;0.758112302937458;0.9974671206341;;;;0.597191582679755;0.623946930861896;False;0.0;0.0;0.0;0;1350.0;low ;0.307;16940.0;low ;0.365;10320.0;low ;0.0;0.137469470195053;0.0143590263473801;0.0418732142686965;0.0177461759677602;0.149875536907695;;;P_score_freshwater_pred_Dashboard;0.9974671206341;0.894994192065266;;;M_score_pred_Dashboard;0.623946930861896;0.610569256770825;kemi_score;0.72;0.788902115953113;1.0;;;0.739226581410257;1.0;0.299875511078543;1.0;0.486387114562448;1.0;0.299875511078543;0.5;0.47082475391938;1.0;0.0;vPvM;;vPvM;1;Al Oh, Al Oh Notert, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
18;1,1,1,3,5,5,5-heptamethyltrisiloxane;1873-88-7;217-496-1;QNWOFLWXQGHSRH-UHFFFAOYSA-N;C[SiH](O[Si](C)(C)C)O[Si](C)(C)C;DTXSID1038795;74640.0;PRO-019;NS00046548;REACH-A;True;PMT;HQ;Not PMT/vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;;;;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;P-PNEC pred;222.506;;5.21;;3.24;;2.57e-05;2.640481437;5.3459;8.68998701081032e+92;27.33156583;14.1;;120.0;192.0;3.6;;3.126909873;;0.55;0.27;0.35;>1000 to < 10000 tonnes;1000.0;10000.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;0.206821430883939;1.0;0.333333333333333;0.527554387699284;0.248050746968656;0.089545165572562;0.390800666276679;False;0.0;0.0;0.0;0;638.8;low ;0.0;4059.99999999999;low ;0.279;2080.0;low ;0.0;0.378689261220297;0.0263771467219362;0.0570349539846579;0.0349566825624078;0.393006852321722;P_score_sediment_exp_UBA;0.527554387699284;P_score_freshwater_pred_Dashboard;1.0;0.516927287979139;M_score_exp_UBA;0.248050746968656;M_score_pred_Dashboard;0.390800666276679;0.242798859605965;kemi_score;0.55;0.625140517225271;1.0;0.361746126358527;1.0;0.354272996459707;1.0;0.393006852321722;0.5;0.53553164577931;0.75;0.371879838563419;0.75;0.366740388992407;0.75;0.0;PM;PM;PM;2;Unknown;['Siloxanes']
19;1,1,1-trichloroethane;71-55-6;200-756-3;UOCLXMDMGBRAIB-UHFFFAOYSA-N;CC(Cl)(Cl)Cl;DTXSID0021381;6278.0;PRO-020;NS00006146;REACH-B;False;vPvM;MQ;PM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;"Arts and crafts/office supplies -> general arts and crafts supplies -> arts and crafts cleaner; Arts and crafts/office supplies -> home office -> pens and markers; Arts and crafts/office supplies -> home office -> white out; Cleaning and safety; Cleaning products and household care -> air freshener; Cleaning products and household care -> carpet and floor; Cleaning products and household care -> carpet and floor -> carpet cleaner; Cleaning products and household care -> carpet and floor -> floor polish; Cleaning products and household care -> laundry and fabric treatment -> anti-static spray; Cleaning products and household care -> laundry and fabric treatment -> fabric protectant; Cleaning products and household care -> metal specific -> metal polish; Cleaning products and household care -> wood specific; Electronics/small appliances -> computers and accessories/supplies; Electronics/small appliances -> computers and accessories/supplies -> printer ink; Electronics/small appliances -> computers and accessories/supplies -> printer toner; Home maintenance; Home maintenance -> adhesives and adhesive removers -> multipurpose adhesive; Home maintenance -> adhesives and adhesive removers -> wood adhesive; Home maintenance -> caulk/sealant; Home maintenance -> degreaser; Home maintenance -> insulation; Home maintenance -> lubricant; Home maintenance -> paint/stain and related products; Home maintenance -> paint/stain and related products -> paint; Home maintenance -> paint/stain and related products -> primer; Home maintenance -> paint/stain and related products -> stripper; Home maintenance -> surface sealers; Manufactured formulations; Manufactured formulations -> Flame retardants; Personal care; Personal care -> child specific; Personal care -> hair styling and care; Personal care -> hair styling and care -> hair conditioner; Pesticides; Pesticides -> animal repellent; Pesticides -> insect repellent; Pesticides -> insecticide; Pet care -> cats; Sports equipment; Vehicle -> auto body work; Vehicle -> engine maintenance -> auto fluids and additives; solvent; solvent; solvents";Intermediate;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;EQS water (=AA-EQS);133.4;2.49;2.43;2.7;2.72;0.0101;0.0079;1.949877704;2.1607;361.405284372285;77.5828328;5.01;107.0;;;;2.5;21.0;0.47;0.67;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.728875615548025;0.608103461171692;0.955625166119153;;;;0.472181569066805;0.508684658513373;True;0.0;0.0;0.0;0;2670.0;low ;0.638;729.199999999999;moderate ;0.85;21440.0;moderate ;0.85;0.210449297632879;0.0540210434493763;0.0314771173372847;0.012980715034905;0.226558087342878;;;P_score_freshwater_pred_Dashboard;0.955625166119153;0.764201414279623;;;M_score_pred_Dashboard;0.508684658513373;0.490433113790089;kemi_score;0.67;0.697217226762296;1.0;;;0.612200685370366;1.0;0.326316259250367;1.0;0.476983560850882;1.0;0.326316259250367;0.5;0.446957534404073;1.0;0.0;PM;;PM;2;Alkyl Halide, Halogen;['Other']
20;1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonic acid;375-73-5;206-793-1;JGTNAGYHADQMCM-UHFFFAOYSA-N;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;DTXSID5030030;67815.0;PRO-021;NS00010276;REACH-C;False;vPvM & PMT;HQ;vPvM & PMT;True;True;x;x;True;True;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;used as a stain or water repellent.;;;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;300.09;;2.79;;4.16;0.0017;0.835;2.69019608;1.9318;87.3567230134409;246.896371;6.31;;;;1.4;;4.08002;0.51;0.41;0.03;0.09;>1 to < 10 tonnes;1.0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0.918213364226086;0.655247715497613;;;0.60249894073436;0.511815959081276;0.382628249185536;False;0.0;0.0;0.0;0;187.4;low ;0.196;799.699999999999;low ;0.198;9830.0;low ;0.0;0.35190813497199;0.0520090558119025;0.0934034215534315;0.0181182081610746;0.372919572164697;;;P_score_freshwater_pred_RIVM;0.918213364226086;0.786730539861849;M_score_exp_UBA;0.60249894073436;M_score_exp_UBA;0.60249894073436;0.498981049667057;kemi_score;0.41;0.743789337994536;1.0;0.60249894073436;0.5;0.626548984984731;1.0;0.436106617473291;1.0;0.569536172956113;1.0;0.485713916650548;0.75;0.522725701035461;1.0;0.0;vPvM;PM;PM;3;Alkyl Halide, Halogen;['PFAS']
21;1,1,2,2-tetrahydroperfluoro-1-tetradecanol;39239-77-5;254-373-1;QBBJBWKVSJWYQK-UHFFFAOYSA-N;C(CO)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F;DTXSID3068170;162368.0;PRO-022;NS00010926;;False;;;;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;664.153;;8.7;;5.74;;1.43e-06;5.269512944;5.171;244.69193226422;34633.16406;407.0;;;;;;0.0921018044012752;;0.46;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.999980969585249;0.917054553612804;;;;0.0999329580853951;0.0939566472722212;False;0.0;0.0;0.0;0;24.2;low ;0.175;0.2;low ;0.0;343.8;low ;0.0;0.738025626683412;0.667959369323381;0.200396934218435;0.073351872949853;0.788751066620348;;;P_score_freshwater_pred_RIVM;0.999980969585249;0.958517761599026;;;M_score_pred_Episuite;0.0999329580853951;0.0969448026788081;kemi_score;0.46;0.316118737691639;1.0;;;0.304833258130326;1.0;0.788751066620348;0.5;0.428759226956926;0.75;0.788751066620348;0.25;0.418493019656695;0.75;1.0;(T);(T);(T);3;Al Oh, Al Oh Notert, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
22;1,1,2-trichloroethane;79-00-5;201-166-9;UBOXGVDOUJQMTN-UHFFFAOYSA-N;ClCC(Cl)Cl;DTXSID5021380;6574.0;PRO-023;NS00004799;REACH-B;False;vPvM & PMT;MQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Intermediate;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;JG-MKN (totaal);133.4;1.98;1.89;3.4;3.35;0.0335;0.0196;1.889861721;1.6399;96.5441097728446;51.29406907;5.01;56.0;;;1.7;;22.0;0.56;0.65;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.470548110513759;0.433398376475193;0.692777862383848;;;0.551799518660109;0.56207861087279;0.519076245423817;True;0.5;0.0;0.0;0;12690.0;low ;0.378;729.199999999999;moderate ;0.85;15600.0;low ;0.7;0.20711193189592;0.0540210434493763;0.0162470791296371;0.0148744429762211;0.221314726123835;;;P_score_freshwater_pred_Dashboard;0.692777862383848;0.532241449790933;M_score_exp_UBA;0.551799518660109;M_score_pred_Episuite;0.56207861087279;0.544318124985572;kemi_score;0.65;0.624015719779665;1.0;0.551799518660109;0.5;0.538245917764179;1.0;0.352045801891384;1.0;0.468702586362249;1.0;0.408940275859486;0.75;0.435301293053506;1.0;0.0;PM;PM;PM;2;Alkyl Halide, Halogen;['Chlorinated alkane']
23;1,1-Dichloroethane;75-34-3;200-863-5;SCYULBFZEHDVBN-UHFFFAOYSA-N;CC(Cl)Cl;DTXSID1020437;6365.0;PRO-024;NS00001673;;False;;;;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;"solvent; solvent";Intermediate;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;98.95;1.79;1.7;2.41;2.32;0.0513;0.0414;1.480006943;1.5531;275.889383234782;31.53926299;6.61;;;;;;92.0;0.58;0.53;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.249851187714953;0.931382676413354;;;;0.576828503400826;0.589144937609538;True;0.0;0.0;0.0;0;1790.0;low ;0.45;1450.0;;1.0;57490.0;;1.0;0.123057702084915;0.0406456766981861;0.0372245029153027;0.00849629660016259;0.138554333267277;;;P_score_freshwater_pred_Dashboard;0.931382676413354;0.590616932064153;;;M_score_pred_Dashboard;0.589144937609538;0.582986720505182;kemi_score;0.53;0.740755957644723;1.0;;;0.58678942415394;1.0;0.283481063379938;1.0;0.458246971160913;1.0;0.283481063379938;0.5;0.407852534550492;1.0;0.0;vPvM;;PM;3;Alkyl Halide, Halogen;['Chlorinated alkane']
24;1,1-dichloroethylene;75-35-4;200-864-0;LGXVIGDEPROXKC-UHFFFAOYSA-N;C=C(Cl)Cl;DTXSID8021438;6366.0;PRO-025;NS00008027;REACH-A;False;vPvM & PMT;MQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Home maintenance -> caulk/sealant;Intermediate;;True;True;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;JG-MKN (totaal);96.94;2.13;2.03;;2.6;0.0235;0.0241;1.810232518;1.8482;2807.36050830059;31.26359992;12.9;36.0;;;1.4;;9.0;0.53;0.67;0.24;0.33;>1000 to < 10000 tonnes;1000.0;10000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0.294575965591885;0.247048999451298;0.998606011692401;;;0.60249894073436;0.526280693420196;0.532836867330495;True;0.5;0.0;0.0;0;725.7;low ;0.0;1710.0;good ;1.0;22600.0;moderate ;0.85;0.278032419960254;0.0379427282875813;0.0541279241358108;0.0126907687040605;0.293191100058747;;;P_score_freshwater_pred_Dashboard;0.998606011692401;0.513410325578528;M_score_exp_UBA;0.60249894073436;M_score_exp_UBA;0.60249894073436;0.553872167161684;kemi_score;0.67;0.775666851332217;1.0;0.60249894073436;0.5;0.533257620359395;1.0;0.394197010428968;1.0;0.552960716402179;1.0;0.454075057657105;0.75;0.458485070350321;1.0;0.0;vPvM;PM;PM;2;Halogen;['Other']
25;1,2,3,4-tetrahydronaphthalene;119-64-2;204-340-2;CXWXQJXEFPUFDZ-UHFFFAOYSA-N;C1CCC2=CC=CC=C2C1;DTXSID1026118;8404.0;PRO-026;NS00008482;REACH-A;True;vPvM & PMT;MQ;PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Vehicle -> engine maintenance -> auto fluids and additives;"Heat transferring agent; Not Known or Reasonably Ascertainable";Solvent;True;True;True;True;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;132.206;3.49;3.85;;5.01;0.000347;0.000539;3.230448921;3.0286;2807.36050830059;24.80117319;339.0;41.0;;;2.7;;2.95739;0.33;0.7;0.27;0.35;>1000 to < 10000 tonnes;1000.0;10000.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.342778895071723;0.180898203010732;0.998606011692401;;;0.38102426132988;0.328942648539338;0.298828599937746;True;0.0;0.0;0.0;0;320.7;low ;0.7;276.9;good ;1.0;324.1;good ;1.0;0.384401212724143;0.0800017722782229;0.0754317247498308;0.0751129229244293;0.4124259145646;;;P_score_freshwater_pred_Dashboard;0.998606011692401;0.507427703258285;M_score_exp_UBA;0.38102426132988;M_score_exp_UBA;0.38102426132988;0.336265169935655;kemi_score;0.7;0.61684124210746;1.0;0.38102426132988;0.5;0.413074161460392;1.0;0.368918082785756;1.0;0.477036569270605;1.0;0.372910122212759;0.75;0.390372293707304;1.0;1.0;PM;PM;PM;2;Aryl Methyl, Benzene, Bicyclic;['Cyclohexanes', 'PAHs']
