;full_name;cas_no;ec_no;inchikey;canonical_smiles;dashboard_dtxsid;pubchem_cid;promisces_id;norman_susdat_id;uba_list;dtu_list_dk;UBA_cat;quality_UBA_cat;EC_cat;pfas_cs1_dwtp_route_a;pfas_cs1_urban_route_a;pfas_cs2_route_a;pfas_cs3_route_b;pfas_cs4_sofia_route_c;pfas_cs4_univpm_route_c;pfas_cs5_route_d;pfas_cs6_route_e;pfas_cs7_route_e;pfas_wwtp_network_wp3;ipmt_cs1_dwtp_route_a;ipmt_cs1_urban_route_a;ipmt_cs2_route_a;ipmt_cs3_route_b;ipmt_cs4_sofia_route_c;ipmt_cs4_univpm_route_c;ipmt_cs5_route_d;ipmt_cs7_route_e;promisces_CS;pro_workers_widespread;registered_consumer_use;article_serv_life_echa;uses;industry_uses;consumer_use;process_cat_1;process_cat_2;process_cat_3;process_cat_10;process_cat_11;process_cat_13;process_cat_15;process_cat_17;process_cat_18;process_cat_19;erc_2;erc_5;erc_8a;erc_8b;erc_8c;erc_8d;erc_8e;erc_8f;erc_9a;erc_9b;erc_10a;erc_10b;erc_11a;erc_11b;erc_12b;pNEC_type;average_mass;logKow_exp;logKow_pred;logKoa_exp;logKoa_pred;solubility_exp;solubility_pred;log_Koc_pred_dashboard;log_Koc_pred_episuite;bhl_pred;hl_pred_freshwater;bcf_pred;P_hl_exp_freshwater;P_hl_exp_soil;P_hl_exp_sediments;M_logKoc_UBA;M_Dow_min_UBA;pNEC_freshwater;T_score_predicted_rivm;kemi_score;E_score_min;E_score_max;tonnage_band;min_tonnage;max_tonnage;PC0;PC1;PC2;PC3;PC4;PC7;PC8;PC9a;PC9b;PC9c;PC11;PC12;PC13;PC14;PC15;PC16;PC17;PC18;PC19;PC20;PC21;PC23;PC24;PC25;PC26;PC27;PC28;PC29;PC30;PC31;PC32;PC33;PC34;PC35;PC36;PC37;PC38;PC39;PC40;PC41;PC42;SU0;SU1;SU2a;SU2b;SU4;SU5;SU6a;SU6b;SU7;SU8;SU9;SU10;SU11;SU12;SU13;SU14;SU15;SU16;SU17;SU18;SU19;SU20;SU23;SU24;P_score_freshwater_pred_UBA;P_score_freshwater_pred_RIVM;P_score_freshwater_pred_Dashboard;P_score_soil_exp_UBA;P_score_sediment_exp_UBA;M_score_exp_UBA;M_score_pred_Episuite;M_score_pred_Dashboard;T_score_clp_harmonised;T_score_carcinogenicity_atp18;T_score_mutagenicity_atp18;T_score_reprotoxicity_atp18;T_score_ed_lists_(jan2023);pnoec_fish;reliability_pnoec_fish;adi_pnoec_fish;pnoec_daphnia;reliability_pnoec_daphnia;adi_pnoec_daphnia;pnoec_algae;reliability_pnoec_algae;adi_pnoec_algae;pNEC_score;pNOEC_daphnia_score;pNOEC_fish_score;pNOEC_algae_score;T_score_ecotox;P_robust_score;P_robust_value;P_conservative_score;P_conservative_value;P_average_value;M_robust_score;M_robust_value;M_conservative_score;M_conservative_value;M_average_value;E_robust_score;E_robust_value;PM_conservative_score;robustness;PM_robust_score;PM_robust_robustness;PM_average_score;PM_average_robustness;T_score_score;T_score_robustness;PMT_conservative_score;PMT_conservative_robustness;PMT_robust_score;PMT_robust_robustness;PMT_average_score;PMT_average_robustness;cluster labels;conservative_classification;robust_classification;average_classification;priority_group;functional_groups;chemical_class
92;2,5-bis-isocyanatomethyl-bicyclo[2.2.1]heptane;74091-64-8;411-280-2;LEAAXJONQWQISB-UHFFFAOYSA-N;C(=O)=NCC1C2C(CN=C=O)CC(C2)C1;DTXSID901335728;11701254.0;PRO-093;;REACH-B;False;vPvM & PMT;MQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;206.245;;1.18;;4.74;;0.00316;1.959994838;;190.56626845863;;6.92;38.0;;;;1.3;0.1758;;;0.16;0.24;>100 to < 1000 tonnes;100.0;1000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.314140243974905;;0.878211981357631;;;;;0.50693192214139;False;0.0;0.0;0.0;0;260.6;low ;0.265;4990.0;low ;0.301;391.1;low ;0.384;0.680263092228689;0.0241717843444081;0.081962650677013;0.0696364157040128;0.684796814043765;;;P_score_freshwater_pred_Dashboard;0.878211981357631;0.596176112666268;;;M_score_pred_Dashboard;0.50693192214139;0.50693192214139;E_score_max;0.24;0.667228362524573;1.0;;;0.549746034754861;1.0;0.684796814043765;0.5;0.673033853499193;0.75;0.684796814043765;0.25;0.591509849613702;0.75;0.0;PM(T);(T);PM(T);1;C O Nocoo, Imine, Nh0, Bicyclic, Isocyan;['Cyclohexanes']
93;2,5-diaminobenzenesulphonic acid;88-45-9;201-832-9;HEAHMJLHQCESBZ-UHFFFAOYSA-N;C1=CC(=C(C=C1N)S(=O)(=O)O)N;DTXSID7058969;66617.0;PRO-094;NS00007767;REACH-A;True;vPvM & PMT;MQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;True;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;188.2;;-2.68;;8.32;;0.746;1.670245853;-1.0817;13.0658244409345;30.24377472;3.98;280.0;;;1.3;;13.76414;0.89;0.42;0.09;0.18;>10 to < 100 tonnes;10.0;100.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.932980969752969;0.236654788385145;0.068760679372889;;;0.618975738670119;0.894360035437521;0.55689455761925;False;0.0;0.0;0.0;0;1200.0;low ;0.217;151.4;low ;0.7;8380.0;good ;1.0;0.242550105193565;0.101549442829954;0.0439742233654184;0.0193932961494216;0.248312436052749;;;P_score_freshwater_pred_UBA;0.932980969752969;0.412798812503667;M_score_exp_UBA;0.618975738670119;M_score_pred_Episuite;0.894360035437521;0.690076777242297;kemi_score;0.42;0.913466416005974;1.0;0.618975738670119;0.5;0.53372546705397;1.0;0.470104316175619;1.0;0.655304894568842;1.0;0.51525320434704;0.75;0.500905825195634;1.0;0.0;vPvM;PM;PM;;Arn, Nh2, Aniline, Benzene;['Aromatic amines']
94;2,5-di-tert-pentylhydroquinone;79-74-3;201-222-2;CZNRFEXEPBITDS-UHFFFAOYSA-N;CCC(C)(C)c1cc(c(cc1O)C(C)(C)CC)O;DTXSID5044992;6610.0;PRO-095;NS00008202;REACH-A;False;PMT;MQ;Not PMT/vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;"antioxidant; antioxidant";"Antioxidant; UV stabilizer";;True;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;P-PNEC pred;250.382;;5.14;;8.37;;0.000154;4.260071388;4.4835;1652.42634686448;56.59366001;759.0;55.0;;;3.7;;0.71402;0.15;0.63;0.14;0.26;>10 to < 100 tonnes;10.0;100.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0.462881680826101;0.475041553807308;0.99655764244032;;;0.235348963068999;0.151686930682683;0.172707042491951;False;0.0;0.0;0.0;0;20.8;moderate ;0.85;142.4;moderate ;0.85;196.9;good ;1.0;0.536507322316861;0.104003683111703;0.211140684525368;0.0916006509007012;0.553437476211123;;;P_score_freshwater_pred_Dashboard;0.99655764244032;0.644826959024576;M_score_exp_UBA;0.235348963068999;M_score_exp_UBA;0.235348963068999;0.186580978747878;kemi_score;0.63;0.484292068680477;1.0;0.235348963068999;0.5;0.346860844053956;1.0;0.288124315932669;1.0;0.373545607657458;1.0;0.269333704246679;0.75;0.316131370504217;1.0;1.0;PM;;PM;3;Ar Oh, Benzene, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Phenols']
95;2,6-xylidine;87-62-7;201-758-7;UFFBMTHBGFGIHF-UHFFFAOYSA-N;Cc1cccc(C)c1N;DTXSID8026307;6896.0;PRO-096;NS00008896;REACH-B;False;PMT;HQ;PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Furniture and furnishings;Adhesives and sealant chemicals;;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;121.183;1.84;1.88;;6.48;0.0678;0.0406;1.859738566;1.9213;98715.7710107605;30.77346387;5.5;2500.0;;;1.6;;12.68452;0.51;0.52;0.0;0.06;>0 to < 10 tonnes;0.0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99830091815794;0.242058516778445;0.999996824529559;;;0.568874072230784;0.513634289894637;0.524286327696174;True;0.5;0.0;0.0;0;5080.0;low ;0.7;46.0;;0.7;13660.0;;0.85;0.249126941159645;0.159392138135113;0.0239893454130636;0.0157436278828575;0.252243182058035;;;P_score_freshwater_pred_Dashboard;0.999996824529559;0.746785419821981;M_score_exp_UBA;0.568874072230784;M_score_exp_UBA;0.568874072230784;0.535598229940532;kemi_score;0.52;0.754236213521986;1.0;0.568874072230784;0.5;0.63243730835716;1.0;0.358669796399973;1.0;0.520117053307635;1.0;0.418281430148574;0.75;0.476273199565343;1.0;0.0;vPvM;PM;PM;2;Arn, Nh2, Aniline, Aryl Methyl, Benzene, Para Hydroxylation;['Aromatic amines', 'PAHs']
96;2:2 fluorotelomer alcohol;54949-74-5;259-405-8;JPMHUDBOKDBBLG-UHFFFAOYSA-N;C(CO)C(C(F)(F)F)(F)F;DTXSID6068985;108644.0;PRO-097;NS00003254;;False;;;;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;164.075;;1.26;;3.1;;0.117;2.029383778;1.4706;87.3567230134409;63.98215216;3.55;;;;;;31.1232;;0.13;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.527435547605991;0.655247715497613;;;;0.590722297755879;0.494908355292365;False;0.0;0.0;0.0;0;6870.0;low ;0.218;15470.0;low ;0.236;13990.0;low ;0.0;0.18345925056461;0.0149277908521291;0.0211041254602808;0.0155837869214248;0.186440452031186;;;P_score_freshwater_pred_Dashboard;0.655247715497613;0.591341631551802;;;M_score_pred_Episuite;0.590722297755879;0.542815326524122;kemi_score;0.13;0.622149046529881;1.0;;;0.566559176801593;1.0;0.186440452031186;0.5;0.416335083189994;0.75;0.186440452031186;0.25;0.391150210232749;0.75;0.0;PM;;PM;3;Al Oh, Al Oh Notert, Alkyl Halide, Halogen;['Alkylphenols', 'PFAS']
97;2-[4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-3-pyridine carboxylate;81334-34-1;617-219-8;CLQMBPJKHLGMQK-UHFFFAOYSA-M;CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C;DTXSID8034665;54738.0;PRO-098;;REACH-A;False;vPvM;HQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;"Landscape/yard -> herbicide; herbicide; pesticide and pesticide degradates";;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;PNEC acute;261.281;0.22;0.684;;9.0;0.0435;0.0159;2.0;0.4282;34.813317487602;69.49948649;3.39;;2154.0;;1.5;;0.024;0.75;0.46;0.08;0.15;>10 to < 100 tonnes;10.0;100.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.562485395450547;0.282810472375868;0.985842062288402;;0.585786437626905;0.748285435489857;0.5;True;0.0;0.0;0.0;0;201.6;low ;0.195;9890.0;low ;0.24;914.8;low ;0.355;0.834765994935369;0.0180712532024946;0.0907517396626588;0.049203927559076;0.83736017723548;P_score_soil_exp_UBA;0.985842062288402;P_score_soil_exp_UBA;0.985842062288402;0.610379310038272;M_score_exp_UBA;0.585786437626905;M_score_pred_Episuite;0.748285435489857;0.61135729103892;kemi_score;0.46;0.858889548721892;1.0;0.7599295426095;1.0;0.610868104823949;1.0;0.792477212875304;1.0;0.825015391213311;1.0;0.776032760847621;1.0;0.695772271037947;1.0;0.0;vPvM(T);vPvM(T);PM(T);4;Ar Coo, Ar N, Coo, Coo2, C O, C O Nocoo, Imine, Nh0, Nh1, Amide, Amidine, Pyridine;['Alkylphenols', 'Pyridin']
98;2-[difluoro(methoxy)methyl]-1,1,1,3,3,3-hexafluoropropane;382-26-3;609-534-4;AQHKYFLVHBIQMS-UHFFFAOYSA-N;COC(F)(F)C(C(F)(F)F)C(F)(F)F;DTXSID40880146;45459.0;PRO-099;;REACH-B;False;vPvM & PMT;MQ;PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;232.073;;3.06;;1.57;;0.0026;2.599883072;;41.2643941086108;;42.7;1839.0;;;;2.1;3.06283;;0.27;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.997131316280595;;0.345258688405079;;;;;0.397520470009018;False;0.0;0.0;0.0;0;587.5;low ;0.213;2580.0;low ;0.0;4840.0;low ;0.0;0.380807339519196;0.0319342871291118;0.0590220907068295;0.0244864209847275;0.387129805368535;;;P_score_freshwater_pred_UBA;0.997131316280595;0.671195002342837;;;M_score_pred_Dashboard;0.397520470009018;0.397520470009018;kemi_score;0.27;0.629587253292642;1.0;;;0.516540175396869;1.0;0.387129805368535;0.5;0.535372616823344;0.75;0.387129805368535;0.25;0.469196690550105;0.75;0.0;PM;;PM;3;Alkyl Halide, Ether, Halogen, Methoxy;['Ethylene Glycols', 'PFAS']
99;2-{2-chloro-4-(methylsulfonyl)-3-[(tetrahydrofuran-2-ylmethoxy)methyl]benzoyl}cyclohexane-1,3-dione;473278-76-1;695-022-6;UFAPVJDEYHLLBG-UHFFFAOYSA-N;CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)COCC3CCCO3;DTXSID9058105;11205154.0;PRO-100;;REACH-A;False;vPvM;HQ;vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;442.91;;1.35;;11.7;;0.000328;1.729974286;;29.6659522703688;;5.01;;1000.0;;1.5;;;;;0.11;0.22;>20 to <200 tonnes;20.0;200.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0.230749318152645;0.949380235019144;;0.585786437626905;;0.546655767484832;False;0.0;0.0;0.0;0;252.8;low ;0.298;2580.0;low ;0.375;1720.0;low ;0.373;;0.0319342871291118;0.0829611760366475;0.0378503982943391;0.0500059999222433;P_score_soil_exp_UBA;0.949380235019144;P_score_soil_exp_UBA;0.949380235019144;0.590064776585894;M_score_exp_UBA;0.585786437626905;M_score_exp_UBA;0.585786437626905;0.566221102555868;E_score_max;0.22;0.745743968011313;1.0;0.745743968011313;1.0;0.578020006901013;1.0;0.0500059999222433;0.5;0.302970635662595;0.75;0.302970635662595;0.75;0.255644205014794;0.75;0.0;vPvM;vPvM;PM;4;C O, C O Nocoo, Benzene, Ether, Halogen, Ketone, Ketone Topliss, Sulfone;['Chlorobenzenes', 'Ethylene Glycols', 'Benzophenones', 'PBB', 'PBDE', 'PhenylEthers']
100;21-Acetoxy-6alpha-fluoro-11ÃŸ-hydroxy-16alpha-methyl-4-pregnene-3,20-dione;1176-81-4;601-489-9;JXJAJSNUTGVHEG-WLDNQIQOSA-N;CC(=O)OCC(=O)C1[C@H](C)CC2C3C[C@H](F)C4=CC(=O)CCC4(C)C3[C@@H](O)CC12C;DTXSID801035711;70407861.0;PRO-101;NS00077291;REACH-B;False;PMT;MQ;Potential PMT/vPvM;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC;420.521;;3.06;;10.4;;2.09e-05;4.579783597;;2.98622840228252e+41;;8.91;94.0;;;;2.8;5.784613828;;0.19;0.03;0.09;>1 to < 10 tonnes;1.0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.682976699652103;;1.0;;;;;0.143297266953685;False;0.0;0.0;0.0;0;397.2;low ;0.353;2310.0;low ;0.321;398.2;low ;0.381;0.318152679360495;0.0334522394503138;0.0692022112090657;0.069131903983563;0.357594666035969;;;P_score_freshwater_pred_Dashboard;1.0;0.841488349826051;;;M_score_pred_Dashboard;0.143297266953685;0.143297266953685;kemi_score;0.19;0.378546254708306;1.0;;;0.347250602164258;1.0;0.357594666035969;0.5;0.371429431132262;0.75;0.357594666035969;0.25;0.350664941945809;0.75;1.0;PM;;PM;;Al Oh, Al Oh Notert, C O, C O Nocoo, Alkyl Halide, Allylic Oxid, Bicyclic, Ester, Ether, Halogen, Ketone, Ketone Topliss;['Alkylphenols', 'Cyclohexanes', 'Ethylene Glycols', 'HBCDDs', 'Terpenoid', 'Acrylics/Acrylates', 'PFAS']
101;2-amino-4,5-dichlorobenzenesulfonic acid;6331-96-0;700-413-2;AKLDPNVZTZIVFA-UHFFFAOYSA-N;Nc1cc(Cl)c(Cl)cc1S(=O)(=O)O;DTXSID5074921;235712.0;PRO-102;NS00009690;REACH-A;False;vPvM & PMT;MQ;vPvM & PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;242.07;;1.02;;8.14;;0.0184;1.250420002;;134.289779684935;;5.25;334.0;;;;-1.0;10.71255;;0.29;0.02;0.06;>1 to < 10 tonnes;1.0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.949544128558725;;0.798553329358552;;;;;0.627047039898513;False;0.0;0.0;0.0;0;191.7;low ;0.214;3450.0;moderate ;0.85;6470.0;moderate ;0.85;0.263104875635251;0.0282551069770271;0.0925724528709242;0.0216491049842935;0.296750849807311;;;P_score_freshwater_pred_UBA;0.949544128558725;0.874048728958638;;;M_score_pred_Dashboard;0.627047039898513;0.627047039898513;kemi_score;0.29;0.771627393931657;1.0;;;0.740317275376289;1.0;0.296750849807311;0.5;0.561137227462583;0.75;0.296750849807311;0.25;0.545853265768531;0.75;0.0;vPvM;;vPvM;4;Arn, Nh2, Aniline, Benzene, Halogen;['Aromatic amines', 'Chlorobenzenes', 'PBB', 'PCB']
102;2-amino-4,6-dinitrophenol;96-91-3;202-544-6;QXYMVUZOGFVPGH-UHFFFAOYSA-N;Nc1cc(cc(c1O)N(=O)=O)N(=O)=O;DTXSID5024479;4921319.0;PRO-103;NS00006370;REACH-A;False;PMT;HQ;PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;hair dyeing;;;True;True;True;True;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;P-PNEC pred;199.122;0.93;1.3;;7.92;0.00479;0.0117;2.139879086;2.0229;107.7700725714;55.82608062;2.95;505.0;;;0.6;;3.30011;;0.43;0.03;0.09;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97445967740132;0.469223559473836;0.731291418168485;;;0.725200425324004;0.496031815707724;0.475779772270797;True;0.0;0.0;0.0;0;642.7;moderate ;0.85;92.6;moderate ;0.85;340.7;good ;1.0;0.373196403551023;0.122753366311874;0.0568929534921902;0.0736197037475497;0.428328876636623;;;P_score_freshwater_pred_UBA;0.97445967740132;0.724991551681214;M_score_exp_UBA;0.725200425324004;M_score_exp_UBA;0.725200425324004;0.565670671100842;kemi_score;0.43;0.840641762293862;1.0;0.725200425324004;0.5;0.640395547753069;1.0;0.428328876636623;0.5;0.671428480488595;0.75;0.557336777465324;0.5;0.560047230580118;0.75;0.0;vPvM;vPvM;PM;4;Arn, Ar Oh, Nh0, Nh2, Aniline, Benzene, Nitro, Nitro Arom, Nitro Arom Nonortho, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Aromatic amines', 'Phenols', 'Nitrobenzene derivatives']
103;2-amino-4-cresol;95-84-1;202-457-3;ZMXYNJXDULEQCK-UHFFFAOYSA-N;CC1=CC(=C(C=C1)O)N;DTXSID4024488;7264.0;PRO-104;NS00015128;;False;;;;False;False;;;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;;;;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;123.155;1.16;1.05;;7.78;;0.0585;1.720159303;1.712;71.5216356192192;24.02493931;6.03;;;;;;;0.55;;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.172982723985564;0.574512174772964;;;;0.549741520430314;0.548341223953559;False;0.0;0.0;0.0;0;4510.0;low ;0.7;28.2;good ;1.0;1420.0;low ;0.7;;0.18996323096365;0.0252297845918813;0.0410012056867674;0.227107314653817;;;P_score_freshwater_pred_Dashboard;0.574512174772964;0.373747449379264;;;M_score_pred_Episuite;0.549741520430314;0.549041372191937;E_score_min;0.0;0.561990388232233;1.0;;;0.452993170434641;1.0;0.353424706351437;1.0;0.445669482838243;1.0;0.353424706351437;0.5;0.400123703671839;1.0;0.0;PM;;PM;3;Arn, Ar Oh, Nh2, Aniline, Aryl Methyl, Benzene, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Aromatic amines', 'Phenols', 'PAHs']
104;2-aminophenol;95-55-6;202-431-1;CDAWCLOXVUBKRW-UHFFFAOYSA-N;C1=CC=C(C(=C1)N)O;DTXSID8024498;5801.0;PRO-105;NS00001117;;False;;;;False;False;;;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;"hair colorant; hair dyeing";;;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;109.128;0.62;0.577;;7.6;0.187;0.201;1.489958479;1.4133;361.405284372285;19.54451364;10.0;;;;;;4.04413;0.6;0.61;0.0;0.0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.128143596797576;0.955625166119153;;;;0.600289007412995;0.587474263340781;True;0.0;0.5;0.0;0;2080.0;low ;0.7;64.6999999999999;good ;1.0;10.8;;0.85;0.35278377349761;0.140528870749;0.0349566825624078;0.262420876371564;0.557030193460659;;;P_score_freshwater_pred_Dashboard;0.955625166119153;0.541884381458365;;;M_score_pred_Episuite;0.600289007412995;0.593881635376888;kemi_score;0.61;0.757397704266751;1.0;;;0.567287566094734;1.0;0.578116005725836;1.0;0.661712728860956;1.0;0.578116005725836;0.5;0.57267619280761;1.0;0.0;vPvM;;PM;;Arn, Ar Oh, Nh2, Aniline, Benzene, Para Hydroxylation, Phenol, Phenol Noorthohbond;['Alkylphenols', 'Aromatic amines', 'Phenols']
105;2-bromo-3,3,3-trifluoroprop-1-ene;1514-82-5;627-872-0;QKBKGNDTLQFSEU-UHFFFAOYSA-N;C=C(C(F)(F)F)Br;DTXSID80883575;272696.0;PRO-106;;REACH-A;True;vPvM & PMT;MQ;PMT;False;False;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;;;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;True;False;False;False;False;P-PNEC pred;174.948;;2.87;;2.2;;0.000723;2.11058971;;96.5441097728446;;24.5;99.0;;;2.2;;2.2014;;0.32;0.12;0.24;>10 to < 100 tonnes;10.0;100.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.701841215063438;;0.692777862383848;;;0.465398038619236;;0.480845641880115;False;0.0;0.0;0.0;0;2650.0;low ;0.209;556.9;low ;0.237;3940.0;low ;0.223;0.415154016228813;0.0603255805454688;0.0315768193919754;0.0267138435015164;0.472632184025607;;;P_score_freshwater_pred_UBA;0.701841215063438;0.697309538723643;M_score_exp_UBA;0.465398038619236;M_score_pred_Dashboard;0.480845641880115;0.473121840249676;kemi_score;0.32;0.580927955563423;1.0;0.465398038619236;0.5;0.574379989366432;1.0;0.472632184025607;0.5;0.542320408514756;0.75;0.469001163574082;0.5;0.538237515072605;0.75;0.0;PM;PM;PM;2;Alkyl Halide, Allylic Oxid, Halogen;['PFAS']
